X.chr	start	end	gene_id	gene.name	mean	percentile
chr11	47248299	47248300	ENSG00000025434.18	NR1H3	2.35857238799476e-17	0.79140709977257
chr11	47214464	47214465	ENSG00000134574.11	DDB2	2.35857238799476e-17	0.79140709977257
chr11	47186442	47186443	ENSG00000165912.15	PACSIN3	2.35857238799476e-17	0.79140709977257
chr11	47177124	47177125	ENSG00000149182.14	ARFGAP2	2.35857238799476e-17	0.79140709977257
chr11	46936688	46936689	ENSG00000149179.13	C11orf49	2.35857238799476e-17	0.79140709977257
chr11	46918641	46918642	ENSG00000134569.9	LRP4	2.35857238799476e-17	0.79140709977257
chr11	46846307	46846308	ENSG00000175216.14	CKAP5	2.35857238799476e-17	0.79140709977257
chr11	46700817	46700818	ENSG00000175213.2	ZNF408	2.35857238799476e-17	0.79140709977257
chr11	46700598	46700599	ENSG00000175220.11	ARHGAP1	2.35857238799476e-17	0.79140709977257
chr11	46617908	46617909	ENSG00000180423.4	HARBI1	2.35857238799476e-17	0.79140709977257
chr11	46617526	46617527	ENSG00000175224.16	ATG13	2.35857238799476e-17	0.79140709977257
chr11	46594124	46594125	ENSG00000110497.14	AMBRA1	2.35857238799476e-17	0.79140709977257
chr11	46380755	46380756	ENSG00000110492.15	MDK	2.35857238799476e-17	0.79140709977257
chr11	46332904	46332905	ENSG00000149091.15	DGKZ	2.35857238799476e-17	0.79140709977257
chr11	46277660	46277661	ENSG00000157613.10	CREB3L1	2.35857238799476e-17	0.79140709977257
chr11	46121177	46121178	ENSG00000135365.15	PHF21A	2.35857238799476e-17	0.79140709977257
chr11	45918811	45918812	ENSG00000121680.15	PEX16	2.35857238799476e-17	0.79140709977257
chr11	45885650	45885651	ENSG00000121653.11	MAPK8IP1	2.35857238799476e-17	0.79140709977257
chr11	45847117	45847118	ENSG00000121671.11	CRY2	2.35857238799476e-17	0.79140709977257
chr11	45804071	45804072	ENSG00000181830.8	SLC35C1	2.35857238799476e-17	0.79140709977257
chr11	45771431	45771432	ENSG00000205106.4	LINC02716	2.35857238799476e-17	0.79140709977257
chr11	45665621	45665622	ENSG00000175264.7	CHST1	2.35857238799476e-17	0.79140709977257
chr11	44951305	44951306	ENSG00000175274.18	TP53I11	2.35857238799476e-17	0.79140709977257
chr11	44726464	44726465	ENSG00000157570.11	TSPAN18	2.35857238799476e-17	0.79140709977257
chr11	44564426	44564427	ENSG00000085117.11	CD82	2.35857238799476e-17	0.79140709977257
chr11	44095548	44095549	ENSG00000151348.13	EXT2	2.35857238799476e-17	0.79140709977257
chr11	44065924	44065925	ENSG00000110455.13	ACCS	2.35857238799476e-17	0.79140709977257
chr11	43925341	43925342	ENSG00000187479.5	C11orf96	2.35857238799476e-17	0.79140709977257
chr11	43920943	43920944	ENSG00000244926.6	ALKBH3-AS1	2.35857238799476e-17	0.79140709977257
chr11	43897455	43897456	ENSG00000213693.4	SEC14L1P1	2.35857238799476e-17	0.79140709977257
chr11	43880810	43880811	ENSG00000166199.12	ALKBH3	2.35857238799476e-17	0.79140709977257
chr11	43680679	43680680	ENSG00000149084.12	HSD17B12	2.35857238799476e-17	0.79140709977257
chr11	43358931	43358932	ENSG00000052841.14	TTC17	2.35857238799476e-17	0.79140709977257
chr11	43311962	43311963	ENSG00000166181.12	API5	2.35857238799476e-17	0.79140709977257
chr11	41459772	41459773	ENSG00000148948.7	LRRC4C	2.35857238799476e-17	0.79140709977257
chr11	36594492	36594493	ENSG00000166352.15	IFTAP	2.35857238799476e-17	0.79140709977257
chr11	36510708	36510709	ENSG00000166349.9	RAG1	2.35857238799476e-17	0.79140709977257
chr11	36510271	36510272	ENSG00000175104.14	TRAF6	2.35857238799476e-17	0.79140709977257
chr11	36296287	36296288	ENSG00000135362.13	PRR5L	2.35857238799476e-17	0.79140709977257
chr11	36289448	36289449	ENSG00000110442.11	COMMD9	2.35857238799476e-17	0.79140709977257
chr11	35943980	35943981	ENSG00000179241.12	LDLRAD3	2.35857238799476e-17	0.79140709977257
chr11	35662804	35662805	ENSG00000166326.6	TRIM44	2.35857238799476e-17	0.79140709977257
chr11	35618418	35618419	ENSG00000179431.6	FJX1	2.35857238799476e-17	0.79140709977257
chr11	35530299	35530300	ENSG00000149090.11	PAMR1	2.35857238799476e-17	0.79140709977257
chr11	35420062	35420063	ENSG00000110436.11	SLC1A2	2.35857238799476e-17	0.79140709977257
chr11	35138869	35138870	ENSG00000026508.17	CD44	2.35857238799476e-17	0.79140709977257
chr11	34916498	34916499	ENSG00000149089.12	APIP	2.35857238799476e-17	0.79140709977257
chr11	34915828	34915829	ENSG00000110435.11	PDHX	2.35857238799476e-17	0.79140709977257
chr11	34438924	34438925	ENSG00000121691.4	CAT	2.35857238799476e-17	0.79140709977257
chr11	34358007	34358008	ENSG00000166016.5	ABTB2	2.35857238799476e-17	0.79140709977257
chr11	34105601	34105602	ENSG00000135372.8	NAT10	2.35857238799476e-17	0.79140709977257
chr11	34051682	34051683	ENSG00000135387.20	CAPRIN1	2.35857238799476e-17	0.79140709977257
chr11	33892288	33892289	ENSG00000135363.11	LMO2	2.35857238799476e-17	0.79140709977257
chr11	33774542	33774543	ENSG00000110429.13	FBXO3	2.35857238799476e-17	0.79140709977257
chr11	33736444	33736445	ENSG00000085063.14	CD59	2.35857238799476e-17	0.79140709977257
chr11	33542071	33542072	ENSG00000110427.14	KIAA1549L	2.35857238799476e-17	0.79140709977257
chr11	33256671	33256672	ENSG00000110422.11	HIPK3	2.35857238799476e-17	0.79140709977257
chr11	33162370	33162371	ENSG00000176102.11	CSTF3	2.35857238799476e-17	0.79140709977257
chr11	33076460	33076461	ENSG00000280798.1	LINC00294	2.35857238799476e-17	0.79140709977257
chr11	33039416	33039417	ENSG00000176148.15	TCP11L1	2.35857238799476e-17	0.79140709977257
chr11	33015863	33015864	ENSG00000121690.10	DEPDC7	2.35857238799476e-17	0.79140709977257
chr11	32893177	32893178	ENSG00000060749.14	QSER1	2.35857238799476e-17	0.79140709977257
chr11	32829942	32829943	ENSG00000135378.3	PRRG4	2.35857238799476e-17	0.79140709977257
chr11	32583797	32583798	ENSG00000149100.12	EIF3M	2.35857238799476e-17	0.79140709977257
chr11	31816383	31816384	ENSG00000049449.8	RCN1	2.35857238799476e-17	0.79140709977257
chr11	31509699	31509700	ENSG00000109911.18	ELP4	2.35857238799476e-17	0.79140709977257
chr11	31509644	31509645	ENSG00000148950.9	IMMP1L	2.35857238799476e-17	0.79140709977257
chr11	31369839	31369840	ENSG00000170946.14	DNAJC24	2.35857238799476e-17	0.79140709977257
chr11	30586871	30586872	ENSG00000066382.16	MPPED2	2.35857238799476e-17	0.79140709977257
chr11	30323050	30323051	ENSG00000152219.4	ARL14EP	2.35857238799476e-17	0.79140709977257
chr11	28108308	28108309	ENSG00000169519.20	METTL15	2.35857238799476e-17	0.79140709977257
chr11	28108246	28108247	ENSG00000121621.6	KIF18A	2.35857238799476e-17	0.79140709977257
chr11	27891032	27891033	ENSG00000224411.3	HSP90AA2P	2.35857238799476e-17	0.79140709977257
chr11	27722057	27722058	ENSG00000176697.18	BDNF	2.35857238799476e-17	0.79140709977257
chr11	27506837	27506838	ENSG00000245573.7	BDNF-AS	2.35857238799476e-17	0.79140709977257
chr11	27506772	27506773	ENSG00000148943.11	LIN7C	2.35857238799476e-17	0.79140709977257
chr11	27472774	27472775	ENSG00000205213.13	LGR4	2.35857238799476e-17	0.79140709977257
chr11	27363867	27363868	ENSG00000109881.16	CCDC34	2.35857238799476e-17	0.79140709977257
chr11	26994183	26994184	ENSG00000176971.3	FIBIN	2.35857238799476e-17	0.79140709977257
chr11	26309598	26309599	ENSG00000134343.12	ANO3	2.35857238799476e-17	0.79140709977257
chr11	22830298	22830299	ENSG00000198168.8	SVIP	2.35857238799476e-17	0.79140709977257
chr11	22666582	22666583	ENSG00000148935.10	GAS2	2.35857238799476e-17	0.79140709977257
chr11	22626786	22626787	ENSG00000183161.4	FANCF	2.35857238799476e-17	0.79140709977257
chr11	22193175	22193176	ENSG00000171714.10	ANO5	2.35857238799476e-17	0.79140709977257
chr11	20387529	20387530	ENSG00000185238.12	PRMT3	2.35857238799476e-17	0.79140709977257
chr11	20363684	20363685	ENSG00000109854.13	HTATIP2	2.35857238799476e-17	0.79140709977257
chr11	19712618	19712619	ENSG00000270607.1	NAV2-AS6	2.35857238799476e-17	0.79140709977257
chr11	19350723	19350724	ENSG00000166833.19	NAV2	2.35857238799476e-17	0.79140709977257
chr11	19117098	19117099	ENSG00000177054.13	ZDHHC13	2.35857238799476e-17	0.79140709977257
chr11	18792720	18792721	ENSG00000110786.17	PTPN5	2.35857238799476e-17	0.79140709977257
chr11	18726229	18726230	ENSG00000179057.13	IGSF22	2.35857238799476e-17	0.79140709977257
chr11	18693121	18693122	ENSG00000151117.8	TMEM86A	2.35857238799476e-17	0.79140709977257
chr11	18634790	18634791	ENSG00000179119.14	SPTY2D1	2.35857238799476e-17	0.79140709977257
chr11	18588780	18588781	ENSG00000247595.4	SPTY2D1OS	2.35857238799476e-17	0.79140709977257
chr11	18588746	18588747	ENSG00000151116.16	UEVLD	2.35857238799476e-17	0.79140709977257
chr11	18527231	18527232	ENSG00000074319.12	TSG101	2.35857238799476e-17	0.79140709977257
chr11	18394387	18394388	ENSG00000134333.13	LDHA	2.35857238799476e-17	0.79140709977257
chr11	18322294	18322295	ENSG00000110768.11	GTF2H1	2.35857238799476e-17	0.79140709977257
chr11	18322197	18322198	ENSG00000110756.17	HPS5	2.35857238799476e-17	0.79140709977257
chr11	18266173	18266174	ENSG00000173432.10	SAA1	2.35857238799476e-17	0.79140709977257
chr11	18248642	18248643	ENSG00000134339.8	SAA2	2.35857238799476e-17	0.79140709977257
chr11	18106090	18106091	ENSG00000166788.9	SAAL1	2.35857238799476e-17	0.79140709977257
chr11	18042425	18042426	ENSG00000129167.9	TPH1	2.35857238799476e-17	0.79140709977257
chr11	18013161	18013162	ENSG00000129158.10	SERGEF	2.35857238799476e-17	0.79140709977257
chr11	17389330	17389331	ENSG00000187486.5	KCNJ11	2.35857238799476e-17	0.79140709977257
chr11	17351725	17351726	ENSG00000188211.8	NCR3LG1	2.35857238799476e-17	0.79140709977257
chr11	17208152	17208153	ENSG00000070081.15	NUCB2	2.35857238799476e-17	0.79140709977257
chr11	17207982	17207983	ENSG00000011405.13	PIK3C2A	2.35857238799476e-17	0.79140709977257
chr11	17077728	17077729	ENSG00000110700.6	RPS13	2.35857238799476e-17	0.79140709977257
chr11	17014442	17014443	ENSG00000166689.15	PLEKHA7	2.35857238799476e-17	0.79140709977257
chr11	17014046	17014047	ENSG00000184669.7	OR7E14P	2.35857238799476e-17	0.79140709977257
chr11	16739590	16739591	ENSG00000110693.17	SOX6	2.35857238799476e-17	0.79140709977257
chr11	16613131	16613132	ENSG00000110696.9	C11orf58	2.35857238799476e-17	0.79140709977257
chr11	15112423	15112424	ENSG00000188487.11	INSC	2.35857238799476e-17	0.79140709977257
chr11	14892251	14892252	ENSG00000186104.10	CYP2R1	2.35857238799476e-17	0.79140709977257
chr11	14643722	14643723	ENSG00000152270.8	PDE3B	2.35857238799476e-17	0.79140709977257
chr11	14643634	14643635	ENSG00000129084.17	PSMA1	2.35857238799476e-17	0.79140709977257
chr11	14500026	14500027	ENSG00000129083.12	COPB1	2.35857238799476e-17	0.79140709977257
chr11	14364505	14364506	ENSG00000133818.13	RRAS2	2.35857238799476e-17	0.79140709977257
chr11	13962688	13962689	ENSG00000262655.3	SPON1	2.35857238799476e-17	0.79140709977257
chr11	13668669	13668670	ENSG00000197601.12	FAR1	2.35857238799476e-17	0.79140709977257
chr11	13463296	13463297	ENSG00000148925.10	BTBD10	2.35857238799476e-17	0.79140709977257
chr11	13276651	13276652	ENSG00000133794.17	ARNTL	2.35857238799476e-17	0.79140709977257
chr11	12674590	12674591	ENSG00000187079.16	TEAD1	2.35857238799476e-17	0.79140709977257
chr11	12377184	12377185	ENSG00000197702.11	PARVA	2.35857238799476e-17	0.79140709977257
chr11	12094007	12094008	ENSG00000133816.13	MICAL2	2.35857238799476e-17	0.79140709977257
chr11	12009768	12009769	ENSG00000050165.17	DKK3	2.35857238799476e-17	0.79140709977257
chr11	11841422	11841423	ENSG00000170242.17	USP47	2.35857238799476e-17	0.79140709977257
chr11	11622004	11622005	ENSG00000110328.5	GALNT18	2.35857238799476e-17	0.79140709977257
chr11	10858796	10858797	ENSG00000247271.6	ZBED5-AS1	2.35857238799476e-17	0.79140709977257
chr11	10858257	10858258	ENSG00000236287.7	ZBED5	2.35857238799476e-17	0.79140709977257
chr11	10809109	10809110	ENSG00000110321.16	EIF4G2	2.35857238799476e-17	0.79140709977257
chr11	10750986	10750987	ENSG00000198730.7	CTR9	2.35857238799476e-17	0.79140709977257
chr11	10693987	10693988	ENSG00000072952.18	IRAG1	2.35857238799476e-17	0.79140709977257
chr11	10611688	10611689	ENSG00000133800.8	LYVE1	2.35857238799476e-17	0.79140709977257
chr11	10541229	10541230	ENSG00000110315.6	RNF141	2.35857238799476e-17	0.79140709977257
chr11	10509188	10509189	ENSG00000255823.4	MTRNR2L8	2.35857238799476e-17	0.79140709977257
chr11	10308312	10308313	ENSG00000133805.15	AMPD3	2.35857238799476e-17	0.79140709977257
chr11	10304679	10304680	ENSG00000148926.9	ADM	2.35857238799476e-17	0.79140709977257
chr11	10294206	10294207	ENSG00000133812.15	SBF2	2.35857238799476e-17	0.79140709977257
chr11	9758291	9758292	ENSG00000246273.6	SBF2-AS1	2.35857238799476e-17	0.79140709977257
chr11	9664076	9664077	ENSG00000133789.14	SWAP70	2.35857238799476e-17	0.79140709977257
chr11	9606141	9606142	ENSG00000243964.1	RPL23AP65	2.35857238799476e-17	0.79140709977257
chr11	9573680	9573681	ENSG00000166483.10	WEE1	2.35857238799476e-17	0.79140709977257
chr11	9460702	9460703	ENSG00000166478.9	ZNF143	2.35857238799476e-17	0.79140709977257
chr11	9384621	9384622	ENSG00000205339.9	IPO7	2.35857238799476e-17	0.79140709977257
chr11	9314779	9314780	ENSG00000166471.10	TMEM41B	2.35857238799476e-17	0.79140709977257
chr11	9265389	9265390	ENSG00000184014.7	DENND5A	2.35857238799476e-17	0.79140709977257
chr11	9138113	9138114	ENSG00000175356.12	SCUBE2	2.35857238799476e-17	0.79140709977257
chr11	9004048	9004049	ENSG00000175352.10	NRIP3	2.35857238799476e-17	0.79140709977257
chr11	8964773	8964774	ENSG00000254860.5	TMEM9B-AS1	2.35857238799476e-17	0.79140709977257
chr11	8964673	8964674	ENSG00000175348.10	TMEM9B	2.35857238799476e-17	0.79140709977257
chr11	8911138	8911139	ENSG00000166452.11	AKIP1	2.35857238799476e-17	0.79140709977257
chr11	8910950	8910951	ENSG00000166444.18	DENND2B	2.35857238799476e-17	0.79140709977257
chr11	8682410	8682411	ENSG00000166441.12	RPL27A	2.35857238799476e-17	0.79140709977257
chr11	8671865	8671866	ENSG00000166436.15	TRIM66	2.35857238799476e-17	0.79140709977257
chr11	8594288	8594289	ENSG00000130413.15	STK33	2.35857238799476e-17	0.79140709977257
chr11	8169054	8169055	ENSG00000166405.14	RIC3	2.35857238799476e-17	0.79140709977257
chr11	8019243	8019244	ENSG00000166402.8	TUB	2.35857238799476e-17	0.79140709977257
chr11	7970250	7970251	ENSG00000175390.13	EIF3F	2.35857238799476e-17	0.79140709977257
chr11	7728399	7728400	ENSG00000176716.4	OR10AB1P	2.35857238799476e-17	0.79140709977257
chr11	7677221	7677222	ENSG00000166394.14	CYB5R2	2.35857238799476e-17	0.79140709977257
chr11	7513297	7513298	ENSG00000166387.11	PPFIBP2	2.35857238799476e-17	0.79140709977257
chr11	7485387	7485388	ENSG00000183801.7	OLFML1	2.35857238799476e-17	0.79140709977257
chr11	7238777	7238778	ENSG00000170743.16	SYT9	2.35857238799476e-17	0.79140709977257
chr11	7020367	7020368	ENSG00000149050.9	ZNF214	2.35857238799476e-17	0.79140709977257
chr11	6927661	6927662	ENSG00000149054.15	ZNF215	2.35857238799476e-17	0.79140709977257
chr11	6746438	6746439	ENSG00000254838.5	GVINP1	2.35857238799476e-17	0.79140709977257
chr11	6683400	6683401	ENSG00000158042.8	MRPL17	2.35857238799476e-17	0.79140709977257
chr11	6655853	6655854	ENSG00000166341.7	DCHS1	2.35857238799476e-17	0.79140709977257
chr11	6619365	6619366	ENSG00000166340.15	TPP1	2.35857238799476e-17	0.79140709977257
chr11	6612666	6612667	ENSG00000166337.9	TAF10	2.35857238799476e-17	0.79140709977257
chr11	6603707	6603708	ENSG00000166333.13	ILK	2.35857238799476e-17	0.79140709977257
chr11	6603619	6603620	ENSG00000132275.10	RRP8	2.35857238799476e-17	0.79140709977257
chr11	6497295	6497296	ENSG00000179532.12	DNHD1	2.35857238799476e-17	0.79140709977257
chr11	6481479	6481480	ENSG00000132286.11	TIMM10B	2.35857238799476e-17	0.79140709977257
chr11	6481445	6481446	ENSG00000132254.12	ARFIP2	2.35857238799476e-17	0.79140709977257
chr11	6474458	6474459	ENSG00000110171.19	TRIM3	2.35857238799476e-17	0.79140709977257
chr11	6442616	6442617	ENSG00000110169.10	HPX	2.35857238799476e-17	0.79140709977257
chr11	6419413	6419414	ENSG00000166313.18	APBB1	2.35857238799476e-17	0.79140709977257
chr11	6390430	6390431	ENSG00000166311.9	SMPD1	2.35857238799476e-17	0.79140709977257
chr11	6320646	6320647	ENSG00000170955.9	CAVIN3	2.35857238799476e-17	0.79140709977257
chr11	6234710	6234711	ENSG00000051009.10	FAM160A2	2.35857238799476e-17	0.79140709977257
chr11	5938618	5938619	ENSG00000132256.18	TRIM5	2.35857238799476e-17	0.79140709977257
chr11	5689688	5689689	ENSG00000132274.15	TRIM22	2.35857238799476e-17	0.79140709977257
chr11	5619763	5619764	ENSG00000258659.6	TRIM34	2.35857238799476e-17	0.79140709977257
chr11	5596108	5596109	ENSG00000121236.20	TRIM6	2.35857238799476e-17	0.79140709977257
chr11	5516704	5516705	ENSG00000175518.6	UBQLNL	2.35857238799476e-17	0.79140709977257
chr11	5229394	5229395	ENSG00000244734.3	HBB	2.35857238799476e-17	0.79140709977257
chr11	4643419	4643420	ENSG00000180785.8	OR51E1	2.35857238799476e-17	0.79140709977257
chr11	4608258	4608259	ENSG00000167333.12	TRIM68	2.35857238799476e-17	0.79140709977257
chr11	4393695	4393696	ENSG00000132109.9	TRIM21	2.35857238799476e-17	0.79140709977257
chr11	4094706	4094707	ENSG00000167325.14	RRM1	2.35857238799476e-17	0.79140709977257
chr11	3854658	3854659	ENSG00000167323.11	STIM1	2.35857238799476e-17	0.79140709977257
chr11	3840982	3840983	ENSG00000177105.9	RHOG	2.35857238799476e-17	0.79140709977257
chr11	3797818	3797819	ENSG00000148985.19	PGAP2	2.35857238799476e-17	0.79140709977257
chr11	3797791	3797792	ENSG00000110713.15	NUP98	2.35857238799476e-17	0.79140709977257
chr11	3669940	3669941	ENSG00000129749.3	CHRNA10	2.35857238799476e-17	0.79140709977257
chr11	3609900	3609901	ENSG00000182048.11	TRPC2	2.35857238799476e-17	0.79140709977257
chr11	3380960	3380961	ENSG00000223756.6	TSSC2	2.35857238799476e-17	0.79140709977257
chr11	3379221	3379222	ENSG00000005801.16	ZNF195	2.35857238799476e-17	0.79140709977257
chr11	3165769	3165770	ENSG00000021762.19	OSBPL5	2.35857238799476e-17	0.79140709977257
chr11	3057612	3057613	ENSG00000110619.17	CARS1	2.35857238799476e-17	0.79140709977257
chr11	2992376	2992377	ENSG00000205531.12	NAP1L4	2.35857238799476e-17	0.79140709977257
chr11	2929454	2929455	ENSG00000181649.5	PHLDA2	2.35857238799476e-17	0.79140709977257
chr11	2903739	2903740	ENSG00000254827.5	SLC22A18AS	2.35857238799476e-17	0.79140709977257
chr11	2899790	2899791	ENSG00000110628.13	SLC22A18	2.35857238799476e-17	0.79140709977257
chr11	2885880	2885881	ENSG00000129757.12	CDKN1C	2.35857238799476e-17	0.79140709977257
chr11	2699993	2699994	ENSG00000269821.1	KCNQ1OT1	2.35857238799476e-17	0.79140709977257
chr11	2444683	2444684	ENSG00000053918.15	KCNQ1	2.35857238799476e-17	0.79140709977257
chr11	2400487	2400488	ENSG00000184281.14	TSSC4	2.35857238799476e-17	0.79140709977257
chr11	2377991	2377992	ENSG00000238184.1	CD81-AS1	2.35857238799476e-17	0.79140709977257
chr11	2376176	2376177	ENSG00000110651.11	CD81	2.35857238799476e-17	0.79140709977257
chr11	2303048	2303049	ENSG00000110665.11	C11orf21	2.35857238799476e-17	0.79140709977257
chr11	2302060	2302061	ENSG00000064201.15	TSPAN32	2.35857238799476e-17	0.79140709977257
chr11	2141237	2141238	ENSG00000167244.18	IGF2	2.35857238799476e-17	0.79140709977257
chr11	2001469	2001470	ENSG00000130600.17	H19	2.35857238799476e-17	0.79140709977257
chr11	1947277	1947278	ENSG00000214026.10	MRPL23	2.35857238799476e-17	0.79140709977257
chr11	1919561	1919562	ENSG00000130595.17	TNNT3	2.35857238799476e-17	0.79140709977257
chr11	1891771	1891772	ENSG00000283787.1	PRR33	2.35857238799476e-17	0.79140709977257
chr11	1852969	1852970	ENSG00000130592.15	LSP1	2.35857238799476e-17	0.79140709977257
chr11	1838988	1838989	ENSG00000130598.15	TNNI2	2.35857238799476e-17	0.79140709977257
chr11	1764572	1764573	ENSG00000117984.13	CTSD	2.35857238799476e-17	0.79140709977257
chr11	1750590	1750591	ENSG00000244242.1	IFITM10	2.35857238799476e-17	0.79140709977257
chr11	1571919	1571920	ENSG00000184545.10	DUSP8	2.35857238799476e-17	0.79140709977257
chr11	1501246	1501247	ENSG00000182208.13	MOB2	2.35857238799476e-17	0.79140709977257
chr11	1389898	1389899	ENSG00000174672.15	BRSK2	2.35857238799476e-17	0.79140709977257
chr11	1309768	1309769	ENSG00000255153.1	TOLLIP-AS1	2.35857238799476e-17	0.79140709977257
chr11	1309653	1309654	ENSG00000078902.15	TOLLIP	2.35857238799476e-17	0.79140709977257
chr11	1049879	1049880	ENSG00000254872.3	LINC02688	2.35857238799476e-17	0.79140709977257
chr11	924893	924894	ENSG00000183020.13	AP2A2	2.35857238799476e-17	0.79140709977257
chr11	915057	915058	ENSG00000177830.17	CHID1	2.35857238799476e-17	0.79140709977257
chr11	842807	842808	ENSG00000214063.10	TSPAN4	2.35857238799476e-17	0.79140709977257
chr11	842544	842545	ENSG00000177700.5	POLR2L	2.35857238799476e-17	0.79140709977257
chr11	832883	832884	ENSG00000177697.17	CD151	2.35857238799476e-17	0.79140709977257
chr11	826143	826144	ENSG00000177685.16	CRACR2B	2.35857238799476e-17	0.79140709977257
chr11	818901	818902	ENSG00000177666.16	PNPLA2	2.35857238799476e-17	0.79140709977257
chr11	811680	811681	ENSG00000199785.1	SNORA52	2.35857238799476e-17	0.79140709977257
chr11	809753	809754	ENSG00000177600.8	RPLP2	2.35857238799476e-17	0.79140709977257
chr11	809645	809646	ENSG00000177595.17	PIDD1	2.35857238799476e-17	0.79140709977257
chr11	796366	796367	ENSG00000177542.10	SLC25A22	2.35857238799476e-17	0.79140709977257
chr11	777487	777488	ENSG00000177225.16	GATD1	2.35857238799476e-17	0.79140709977257
chr11	747328	747329	ENSG00000177156.10	TALDO1	2.35857238799476e-17	0.79140709977257
chr11	706593	706594	ENSG00000177030.16	DEAF1	2.35857238799476e-17	0.79140709977257
chr11	695532	695533	ENSG00000177042.14	TMEM80	2.35857238799476e-17	0.79140709977257
chr11	694437	694438	ENSG00000177106.14	EPS8L2	2.35857238799476e-17	0.79140709977257
chr11	637292	637293	ENSG00000069696.6	DRD4	2.35857238799476e-17	0.79140709977257
chr11	615998	615999	ENSG00000185507.19	IRF7	2.35857238799476e-17	0.79140709977257
chr11	576485	576486	ENSG00000070047.11	PHRF1	2.35857238799476e-17	0.79140709977257
chr11	568456	568457	ENSG00000247095.2	MIR210HG	2.35857238799476e-17	0.79140709977257
chr11	560778	560779	ENSG00000185522.8	LMNTD2	2.35857238799476e-17	0.79140709977257
chr11	560403	560404	ENSG00000099849.14	RASSF7	2.35857238799476e-17	0.79140709977257
chr11	557640	557641	ENSG00000254815.5	LMNTD2-AS1	2.35857238799476e-17	0.79140709977257
chr11	537526	537527	ENSG00000161328.10	LRRC56	2.35857238799476e-17	0.79140709977257
chr11	537286	537287	ENSG00000174775.16	HRAS	2.35857238799476e-17	0.79140709977257
chr11	507299	507300	ENSG00000023191.16	RNH1	2.35857238799476e-17	0.79140709977257
chr11	448267	448268	ENSG00000174915.11	PTDSS2	2.35857238799476e-17	0.79140709977257
chr11	442010	442011	ENSG00000185101.12	ANO9	2.35857238799476e-17	0.79140709977257
chr11	417396	417397	ENSG00000185187.12	SIGIRR	2.35857238799476e-17	0.79140709977257
chr11	392613	392614	ENSG00000184363.9	PKP3	2.35857238799476e-17	0.79140709977257
chr11	369803	369804	ENSG00000182272.11	B4GALNT4	2.35857238799476e-17	0.79140709977257
chr11	321339	321340	ENSG00000142089.15	IFITM3	2.35857238799476e-17	0.79140709977257
chr11	313505	313506	ENSG00000185885.15	IFITM1	2.35857238799476e-17	0.79140709977257
chr11	307630	307631	ENSG00000185201.16	IFITM2	2.35857238799476e-17	0.79140709977257
chr11	289137	289138	ENSG00000142102.15	PGGHG	2.35857238799476e-17	0.79140709977257
chr11	278364	278365	ENSG00000174885.12	NLRP6	2.35857238799476e-17	0.79140709977257
chr11	236545	236546	ENSG00000185627.17	PSMD13	2.35857238799476e-17	0.79140709977257
chr11	236430	236431	ENSG00000142082.14	SIRT3	2.35857238799476e-17	0.79140709977257
chr11	207427	207428	ENSG00000177951.17	BET1L	2.35857238799476e-17	0.79140709977257
chr11	139611	139612	ENSG00000230724.9	LINC01001	2.35857238799476e-17	0.79140709977257
chr10	133520405	133520406	ENSG00000130649.9	CYP2E1	2.35857238799476e-17	0.79140709977257
chr10	133453945	133453946	ENSG00000214279.13	SCART1	2.35857238799476e-17	0.79140709977257
chr10	133424571	133424572	ENSG00000203772.7	SPRN	2.35857238799476e-17	0.79140709977257
chr10	133394093	133394094	ENSG00000148824.18	MTG1	2.35857238799476e-17	0.79140709977257
chr10	133379233	133379234	ENSG00000148832.15	PAOX	2.35857238799476e-17	0.79140709977257
chr10	133373688	133373689	ENSG00000127884.4	ECHS1	2.35857238799476e-17	0.79140709977257
chr10	133358034	133358035	ENSG00000148803.11	FUOM	2.35857238799476e-17	0.79140709977257
chr10	133311714	133311715	ENSG00000130640.13	TUBGCP2	2.35857238799476e-17	0.79140709977257
chr10	133308474	133308475	ENSG00000198546.14	ZNF511	2.35857238799476e-17	0.79140709977257
chr10	133276867	133276868	ENSG00000151651.15	ADAM8	2.35857238799476e-17	0.79140709977257
chr10	133237403	133237404	ENSG00000151650.7	VENTX	2.35857238799476e-17	0.79140709977257
chr10	133160446	133160447	ENSG00000171798.17	KNDC1	2.35857238799476e-17	0.79140709977257
chr10	132537819	132537820	ENSG00000068383.18	INPP5A	2.35857238799476e-17	0.79140709977257
chr10	132397167	132397168	ENSG00000171813.13	PWWP2B	2.35857238799476e-17	0.79140709977257
chr10	132332153	132332154	ENSG00000148814.17	LRRC27	2.35857238799476e-17	0.79140709977257
chr10	132331846	132331847	ENSG00000165752.16	STK32C	2.35857238799476e-17	0.79140709977257
chr10	132186899	132186900	ENSG00000151640.12	DPYSL4	2.35857238799476e-17	0.79140709977257
chr10	132104670	132104671	ENSG00000188385.11	JAKMIP3	2.35857238799476e-17	0.79140709977257
chr10	131982012	131982013	ENSG00000176171.11	BNIP3	2.35857238799476e-17	0.79140709977257
chr10	131900643	131900644	ENSG00000175470.18	PPP2R2D	2.35857238799476e-17	0.79140709977257
chr10	130136398	130136399	ENSG00000108010.11	GLRX3	2.35857238799476e-17	0.79140709977257
chr10	130110816	130110817	ENSG00000237489.3	C10orf143	2.35857238799476e-17	0.79140709977257
